crawled_datetime,url,product_name,title,price,price_changed_flag
20201129_102215,https://www.amazon.com/Kindle-Now-with-Built-in-Front-Light/dp/B07978J597,Kindle Reader,Kindle - Now with a Built-in Front Light - Black - Ad-Supported,59.99,0
20201129_102218,https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/dp/B07PXGQC1Q,Airpods,Apple AirPods with Charging Case (Wired),109.99,0
20201129_102220,https://www.amazon.com/dp/B08J5MK16F/ref=fs_a_wt2_us1?th=1,Apple Watch Series 6,"New Apple Watch Series 6 (GPS, 44mm) - (PRODUCT)RED - Aluminum Case with (PRODUCT)RED﻿ - Sport Band",409.0,0
20201129_102256,https://www.amazon.com/Kindle-Now-with-Built-in-Front-Light/dp/B07978J597,Kindle Reader,Kindle - Now with a Built-in Front Light - Black - Ad-Supported,59.99,0
20201129_102259,https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/dp/B07PXGQC1Q,Airpods,Apple AirPods with Charging Case (Wired),109.99,0
20201129_102303,https://www.amazon.com/dp/B08J5MK16F/ref=fs_a_wt2_us1?th=1,Apple Watch Series 6,"New Apple Watch Series 6 (GPS, 44mm) - (PRODUCT)RED - Aluminum Case with (PRODUCT)RED﻿ - Sport Band",409.0,0
20201129_103121,https://www.amazon.com/Kindle-Now-with-Built-in-Front-Light/dp/B07978J597,Kindle Reader,Kindle - Now with a Built-in Front Light - Black - Ad-Supported,59.99,0
20201129_103125,https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/dp/B07PXGQC1Q,Airpods,Apple AirPods with Charging Case (Wired),109.99,0
20201129_103130,https://www.amazon.com/dp/B08J5MK16F/ref=fs_a_wt2_us1?th=1,Apple Watch Series 6,"New Apple Watch Series 6 (GPS, 44mm) - (PRODUCT)RED - Aluminum Case with (PRODUCT)RED﻿ - Sport Band",409.0,0
20201129_104747,https://www.amazon.com/Kindle-Now-with-Built-in-Front-Light/dp/B07978J597,Kindle Reader,Kindle - Now with a Built-in Front Light - Black - Ad-Supported,59.99,0
20201129_104752,https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/dp/B07PXGQC1Q,Airpods,Apple AirPods with Charging Case (Wired),109.99,0
20201129_104754,https://www.amazon.com/dp/B08J5MK16F/ref=fs_a_wt2_us1?th=1,Apple Watch Series 6,"New Apple Watch Series 6 (GPS, 44mm) - (PRODUCT)RED - Aluminum Case with (PRODUCT)RED﻿ - Sport Band",409.0,0
20201129_104826,https://www.amazon.com/Kindle-Now-with-Built-in-Front-Light/dp/B07978J597,Kindle Reader,Kindle - Now with a Built-in Front Light - Black - Ad-Supported,59.99,0
20201129_104831,https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/dp/B07PXGQC1Q,Airpods,Apple AirPods with Charging Case (Wired),109.99,0
20201129_104834,https://www.amazon.com/dp/B08J5MK16F/ref=fs_a_wt2_us1?th=1,Apple Watch Series 6,"New Apple Watch Series 6 (GPS, 44mm) - (PRODUCT)RED - Aluminum Case with (PRODUCT)RED﻿ - Sport Band",409.0,0
20201129_104951,https://www.amazon.com/Kindle-Now-with-Built-in-Front-Light/dp/B07978J597,Kindle Reader,Kindle - Now with a Built-in Front Light - Black - Ad-Supported,59.99,0
